Column1,activity_name,interest,rating,reviews,categories,address,location,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
2690,New-York Historical Society,Museum,4.5,594,"Museum, Art museum, Historical society, History museum, Library, Local history museum, Tourist attraction","New-York Historical Society, 170 Central Park W, New York, NY 10024","New-york-city, NY",New-york-city,USA,NY,,Cultural,2673,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
2691,The Obelisk,Tourist attraction,4.7,515,"Tourist attraction, Historical landmark, Sculpture","The Obelisk, E 81st St, New York, NY 10024","New-york-city, NY",New-york-city,USA,NY,,Entertainment,2420.5,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2692,Little Italy Sign,Tourist attraction,4.4,515,Tourist attraction,"Little Italy Sign, 177 Hester St, New York, NY 10013","New-york-city, NY",New-york-city,USA,NY,,Entertainment,2266,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2693,The Channel Gardens,Tourist attraction,4.6,511,Tourist attraction,"The Channel Gardens, New York, NY 10020","New-york-city, NY",New-york-city,USA,NY,,Entertainment,2350.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2694,The Mall and Literary Walk,Scenic spot,4.8,497,"Scenic spot, Historical landmark, Sculpture museum, Tourist attraction","The Mall and Literary Walk, The Mall, New York, NY 10022","New-york-city, NY",New-york-city,USA,NY,,Nature,2385.6,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
2695,Shakespeare Garden,Garden,4.7,464,"Garden, Park, Tourist attraction","Shakespeare Garden, 79th St Transverse, New York, NY 10024","New-york-city, NY",New-york-city,USA,NY,,Nature,2180.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
2696,Washington Square Fountain,Tourist attraction,4.7,463,Tourist attraction,"Washington Square Fountain, Washington Square N, New York, NY 10012","New-york-city, NY",New-york-city,USA,NY,,Entertainment,2176.1,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2697,FDNY Memorial Wall,Tourist attraction,4.8,409,Tourist attraction,"FDNY Memorial Wall, 141 Greenwich St, New York, NY 10006","New-york-city, NY",New-york-city,USA,NY,,Entertainment,1963.2,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2698,Teardrop Park,Park,4.7,381,"Park, Tourist attraction","Teardrop Park, Warren St, New York, NY 10005","New-york-city, NY",New-york-city,USA,NY,,Nature,1790.7,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
2699,The City Reliquary Museum,Museum,4.3,163,"Museum, Event venue, Local history museum, Non-profit organization, Tourist attraction","The City Reliquary Museum, 370 Metropolitan Ave, Brooklyn, NY 11211","New-york-city, NY",New-york-city,USA,NY,,Cultural,700.9,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
2700,Temple of Dendur,Museum,4.7,127,"Museum, Exhibit, Tourist attraction","Temple of Dendur, 1000 5th Ave, New York, NY 10028","New-york-city, NY",New-york-city,USA,NY,,Cultural,596.9,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
2701,Flatiron Building,Tourist attraction,4.5,13334,"Tourist attraction, Historical place","Flatiron Building, 175 5th Ave, New York, NY 10010","New-york-city, NY",New-york-city,USA,NY,,Entertainment,60003,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2702,The Woolworth Building,Historical landmark,4.5,2363,"Historical landmark, Historical place, Tourist attraction","The Woolworth Building, 233 Broadway, New York, NY 10007","New-york-city, NY",New-york-city,USA,NY,,Cultural,10633.5,4.7,"Albany, Buffalo, Dover, New-york-city, Rochester"
2703,Pier 35,Park,4.6,2293,"Park, Scenic spot, Tourist attraction","Pier 35, FDR Dr, New York, NY 10002","New-york-city, NY",New-york-city,USA,NY,,Nature,10547.8,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
2704,Silverstein Family Park,Park,4.5,394,"Park, Tourist attraction","Silverstein Family Park, Greenwich St, New York, NY 10007","New-york-city, NY",New-york-city,USA,NY,,Nature,1773,4.73,"Albany, Buffalo, Dover, New-york-city, Rochester"
2705,Staple Street Skybridge,Tourist attraction,4.4,234,Tourist attraction,"Staple Street Skybridge, 9 Jay St, New York, NY 10013","New-york-city, NY",New-york-city,USA,NY,,Entertainment,1029.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2706,Joey Ramone Place,Tourist attraction,4.6,110,Tourist attraction,"Joey Ramone Place, 325 Bowery, New York, NY 10003","New-york-city, NY",New-york-city,USA,NY,,Entertainment,506,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2707,Berlin Wall,Tourist attraction,4.1,93,Tourist attraction,"Berlin Wall, 393 S End Ave, New York, NY 10280","New-york-city, NY",New-york-city,USA,NY,,Entertainment,381.3,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
2708,Town Square,Tourist attraction,4.8,67,Tourist attraction,"Town Square, New York, NY 10036","New-york-city, NY",New-york-city,USA,NY,,Entertainment,321.6,4.55,"Albany, Buffalo, Dover, New-york-city, Rochester"
